time,acc x,acc y, acc z,gyro x, gyro y,gyro z
157633,-27,-46,989,70,140,-140
157734,-27,-47,990,70,210,-140
157833,-27,-46,990,140,140,-140
157933,-27,-47,991,70,280,-140
158034,-27,-46,991,140,70,-210
158133,-27,-45,988,70,350,-140
158233,-27,-46,988,140,140,-140
158334,-26,-47,989,70,210,-210
158433,-27,-46,989,140,140,-140
158533,-27,-46,989,0,350,-140
158634,-27,-46,990,70,140,-140
158733,-26,-46,989,70,140,-210
158834,-27,-46,989,70,210,-140
158934,-26,-46,989,70,280,-140
159033,-27,-46,991,140,280,-140
159134,-27,-46,990,70,140,-140
159233,-27,-46,990,70,280,-140
159333,-26,-45,992,70,420,-140
159434,-27,-46,991,140,210,-140
159533,-27,-46,989,140,210,-140
159633,-27,-47,990,140,210,-210
159734,-27,-47,990,70,350,-140
159833,-26,-46,989,140,210,-140
159934,-27,-45,989,70,280,-140
160034,-26,-46,989,140,70,-140
